title,link,summary,date,source,cleaned,sentiment#,sentiment,trump,biden
1 pilot dies in police helicopter crash,http://rss.cnn.com/~r/rss/cnn_topstories/~3/WbAYZpkj2-o/index.html,"A Houston Police Department helicopter crashed early Saturday morning, killing one pilot and leaving the other in critical condition, authorities said.",2020-05-02 15:39:13+00:00,rss/cnn_topstories,1 pilot dies in police helicopter crash a houston police department helicopter crashed early saturday morning killing one pilot and leaving the other in critical condition authorities said,-0.8555,negative,0,0
F/A-18 pilot on UFO sightings: 'There's a whole fleet of them!',http://rss.cnn.com/~r/rss/cnn_topstories/~3/dECuQCUL8qE/senators-take-interest-in-ufo-sightings-orig-jm.cnn,"The Department of Defense has confirmed that three UFO videos made public over the past several years do indeed show ""unidentified aerial phenomena.""",2020-04-28 18:48:32+00:00,rss/cnn_topstories,fa18 pilot on ufo sightings theres a whole fleet of them the department of defense has confirmed that three ufo videos made public over the past several years do indeed show unidentified aerial phenomena,0.128,neutral,0,0
Nick Cordero's lungs are 'severely damaged',http://rss.cnn.com/~r/rss/cnn_topstories/~3/3U675ufvxCA/index.html,"Broadway actor Nick Cordero is continuing to fight after contracting Covid-19, his wife says.",2020-05-01 15:56:07+00:00,rss/cnn_topstories,nick corderos lungs are severely damaged broadway actor nick cordero is continuing to fight after contracting covid19 his wife says,-0.8176,negative,0,0
"How a travel photographer in self-quarantine 'escaped' her apartment. You can do it, too",http://rss.cnn.com/~r/rss/cnn_topstories/~3/S3_HLh6Pvb0/index.html,Los Angeles-based photographer Erin Sullivan has found an unconventional way to satiate her penchant for exploration while under a stay-at-home order because of the coronavirus pandemic.,2020-05-02 18:14:42+00:00,rss/cnn_topstories,how a travel photographer in selfquarantine escaped her apartment you can do it too los angelesbased photographer erin sullivan has found an unconventional way to satiate her penchant for exploration while under a stayathome order because of the coronavirus pandemic,0.2263,positive,0,0
Coronavirus is making some rethink where they want to live,http://rss.cnn.com/~r/rss/cnn_topstories/~3/0mRDp1wEFO0/index.html,Podcast | Timeline | Catch up | All 50 states' reopening plans,2020-05-02 17:00:59+00:00,rss/cnn_topstories,coronavirus is making some rethink where they want to live podcast  timeline  catch up  all 50 states reopening plans,0.0772,neutral,0,0
Read this before you venture out in public,http://rss.cnn.com/~r/rss/cnn_topstories/~3/YB7_PbYZ3Mw/index.html,The best way to curb the spread of Covid-19 is to stay home if you can.,2020-05-01 06:23:53+00:00,rss/cnn_topstories,read this before you venture out in public the best way to curb the spread of covid19 is to stay home if you can,0.6369,positive,0,0
Analysis: Forget pork. Here's why you can't buy flour,http://rss.cnn.com/~r/rss/cnn_topstories/~3/LEW2HN8yoA0/index.html,"While there have been a lot of stories this week about working conditions for meat processors and a genuine threat to the food supply chain, you can still find plenty of meat in the grocery stores, although that may change now that grocery stores have started to ration how much people can buy.",2020-05-02 16:55:35+00:00,rss/cnn_topstories,analysis forget pork heres why you cant buy flour while there have been a lot of stories this week about working conditions for meat processors and a genuine threat to the food supply chain you can still find plenty of meat in the grocery stores although that may change now that grocery stores have started to ration how much people can buy,-0.6486,negative,0,0
23 anything-but-ordinary Mother's Day gifts,http://rss.cnn.com/~r/rss/cnn_topstories/~3/Z55yr4vSBMo/index.html,,no date,rss/cnn_topstories,23 anythingbutordinary mothers day gifts ,0.0,neutral,0,0
Anderson Cooper announces 'I have a son',http://rss.cnn.com/~r/rss/cnn_topstories/~3/dajlKnalImk/index.html,CNN's Anderson Cooper is the proud father of a newborn baby boy.,2020-05-01 11:35:20+00:00,rss/cnn_topstories,anderson cooper announces i have a son cnns anderson cooper is the proud father of a newborn baby boy,0.4767,positive,0,0
Eta Aquariid meteor shower: When and how to watch,http://rss.cnn.com/~r/rss/cnn_topstories/~3/L4FgAlH24zc/index.html,"The Eta Aquariid meteor shower is expected to peak on Tuesday, but a nearly full moon could outshine the show. Stargazers also have a chance to view the shower in the early morning hours before dawn on Sunday.",2020-05-02 07:02:18+00:00,rss/cnn_topstories,eta aquariid meteor shower when and how to watch the eta aquariid meteor shower is expected to peak on tuesday but a nearly full moon could outshine the show stargazers also have a chance to view the shower in the early morning hours before dawn on sunday,0.3612,positive,0,0
Watch hilarious talking dog meme about quarantine,http://rss.cnn.com/~r/rss/cnn_topstories/~3/UVXILm7wB8k/funny-dogs-coronavirus-quarantine-moos-ebof-pkg.cnn,Dog-owners go gaga over their pets while in quarantine. CNN's Jeanne Moos reports they're social but not distancing.,2020-05-02 00:58:06+00:00,rss/cnn_topstories,watch hilarious talking dog meme about quarantine dogowners go gaga over their pets while in quarantine cnns jeanne moos reports theyre social but not distancing,0.2144,positive,0,0
The week in 40 photos,http://rss.cnn.com/~r/rss/cnn_topstories/~3/MoKEfZ8m0_I/index.html,Take a look at 40 photos of the week from April 24 to April 30.,2020-05-01 16:03:40+00:00,rss/cnn_topstories,the week in 40 photos take a look at 40 photos of the week from april 24 to april 30,0.0,neutral,0,0
One man lost his life savings in a SIM hack. Here's how you can try to protect yourself,http://rss.cnn.com/~r/rss/cnn_topstories/~3/twXfPVejyoM/index.html,"Robert Ross was sitting in his San Francisco home office in October 2018 when he noticed the bars on his phone had disappeared and he had no cell coverage. A few hours later, he had lost $1 million.",2020-03-13 12:28:38+00:00,rss/cnn_topstories,one man lost his life savings in a sim hack heres how you can try to protect yourself robert ross was sitting in his san francisco home office in october 2018 when he noticed the bars on his phone had disappeared and he had no cell coverage a few hours later he had lost 1 million,-0.6249,negative,0,0
Tara Reade's allegation deserves full scrutiny,http://rss.cnn.com/~r/rss/cnn_topstories/~3/ToEYkNGRmk4/index.html,"Former Vice President Joe Biden broke his silence Friday on the sexual assault allegation against him, offering an unequivocal denial.  As expected, many of his supporters -- champions of the #MeToo movement among them -- are so far taking his words at face value.  However, for a candidate running, as he said in his Thanksgiving message, ""to restore the soul of America,"" Biden still has some explaining to do.",2020-05-02 03:40:49+00:00,rss/cnn_topstories,tara reades allegation deserves full scrutiny former vice president joe biden broke his silence friday on the sexual assault allegation against him offering an unequivocal denial  as expected many of his supporters  champions of the metoo movement among them  are so far taking his words at face value  however for a candidate running as he said in his thanksgiving message to restore the soul of america biden still has some explaining to do,0.5106,positive,0,1
Trump is fighting a public health crisis with denial and self-promotion,http://rss.cnn.com/~r/rss/cnn_topstories/~3/-ncoeheRBCE/index.html,"""Our death totals, our numbers, per million people, are really very, very strong,"" President Donald Trump boasted on Thursday, despite the fact that the US ranks far worse than most countries in deaths-per-million people from Covid-19, according to Worldometers. ""We're very proud of the job we've done,"" Trump gushed.",2020-05-02 00:49:15+00:00,rss/cnn_topstories,trump is fighting a public health crisis with denial and selfpromotion our death totals our numbers per million people are really very very strong president donald trump boasted on thursday despite the fact that the us ranks far worse than most countries in deathspermillion people from covid19 according to worldometers were very proud of the job weve done trump gushed,-0.7246,negative,1,0
"Thank you for your service, Jared",http://rss.cnn.com/~r/rss/cnn_topstories/~3/jpAh25JF_UA/index.html,What is most galling as the nation faces its worse crisis since World War II is how the Trump family keeps demanding recognition for their brilliant work and also our thanks for the catastrophic mess they have helped land us all in.,2020-05-01 18:00:32+00:00,rss/cnn_topstories,thank you for your service jared what is most galling as the nation faces its worse crisis since world war ii is how the trump family keeps demanding recognition for their brilliant work and also our thanks for the catastrophic mess they have helped land us all in,-0.8591,negative,1,0
Startling images emerge from Russia,http://rss.cnn.com/~r/rss/cnn_topstories/~3/8OZd9yrjrjI/russia-coronavirus-covid-19-pandemic-health-service-hospital-vladimir-putin-chance-pkg-intl-ldn-vpx.cnn,Startling images from a hospital in the south of Russia show how Covid-19 is overstretching its health service. CNN's Matthew Chance reports.,2020-04-30 11:19:13+00:00,rss/cnn_topstories,startling images emerge from russia startling images from a hospital in the south of russia show how covid19 is overstretching its health service cnns matthew chance reports,0.3818,positive,0,0
About 500 tourists still stuck in Maldives,http://rss.cnn.com/~r/rss/cnn_topstories/~3/yckrbSmF79w/index.html,There are worse places to wait out a pandemic.,2020-04-30 23:38:27+00:00,rss/cnn_topstories,about 500 tourists still stuck in maldives there are worse places to wait out a pandemic,-0.6249,negative,0,0
"Earthquake of 5.5 magnitude rattles Puerto Rico, damages buildings in city of Ponce",http://rss.cnn.com/~r/rss/cnn_topstories/~3/EmXreVbnmek/index.html,"A 5.5-magnitude earthquake was recorded off the waters of southern Puerto Rico early Saturday, rattling the city of Ponce, according to the US Geological Survey.",2020-05-02 18:23:49+00:00,rss/cnn_topstories,earthquake of 55 magnitude rattles puerto rico damages buildings in city of ponce a 55magnitude earthquake was recorded off the waters of southern puerto rico early saturday rattling the city of ponce according to the us geological survey,-0.4404,negative,0,0
First responders recovered from Covid-19 return to frontlines with a new grasp of the enemy,http://rss.cnn.com/~r/rss/cnn_topstories/~3/YFZy2dXnefY/index.html,"The first wave of emergency medical technicians who contracted Covid-19 and survived are now returning to the job, armed with a first-hand understanding of the disease and a new empathy for the patients.",2020-05-02 05:52:28+00:00,rss/cnn_topstories,first responders recovered from covid19 return to frontlines with a new grasp of the enemy the first wave of emergency medical technicians who contracted covid19 and survived are now returning to the job armed with a firsthand understanding of the disease and a new empathy for the patients,-0.4215,negative,0,0
"19 minors age 9 to 16 suspected of stealing $1 million in cars from dealerships, police say",http://rss.cnn.com/~r/rss/cnn_topstories/~3/0OipI1h4NHM/index.html,"Nineteen minors ranging in age from 9 to 16 are suspected of stealing vehicles worth more than $1 million from auto dealerships in the Winston-Salem, North Carolina, area.",2020-05-02 01:44:38+00:00,rss/cnn_topstories,19 minors age 9 to 16 suspected of stealing 1 million in cars from dealerships police say nineteen minors ranging in age from 9 to 16 are suspected of stealing vehicles worth more than 1 million from auto dealerships in the winstonsalem north carolina area,-0.8519,negative,0,0
USA Gymnastics suspends coach for 8 years,http://rss.cnn.com/~r/rss/cnn_topstories/~3/Uzbh09LWP1Q/index.html,,2020-04-30 21:32:34+00:00,rss/cnn_topstories,usa gymnastics suspends coach for 8 years ,0.0,neutral,0,0
Calling all closet Rihannas and Cardi Bs: Take the #MetGalaChallenge,http://rss.cnn.com/~r/rss/cnn_topstories/~3/Hlhc2Tmkh6g/index.html,"The Met Gala is usually fashion's big night out. But with this year's Costume Institute exhibition, ""About Time: Fashion and Duration,"" postponed indefinitely, the first Monday in May -- which usually sees celebrities hitting the red carpet at the Metropolitan Museum of Art in New York -- has been left in need of a healthy dose of glamour.",2020-05-01 15:42:45+00:00,rss/cnn_topstories,calling all closet rihannas and cardi bs take the metgalachallenge the met gala is usually fashions big night out but with this years costume institute exhibition about time fashion and duration postponed indefinitely the first monday in may  which usually sees celebrities hitting the red carpet at the metropolitan museum of art in new york  has been left in need of a healthy dose of glamour,0.7876,positive,0,0
A $30K Damien Hirst was cut up -- and the pieces are selling for seven times as much,http://rss.cnn.com/~r/rss/cnn_topstories/~3/BokuqEQU2lA/index.html,"After cutting a $30,000 Damien Hirst print into pieces, a US art collective is on course to sell the individual parts for more than seven times what it originally paid.",2020-05-01 03:43:11+00:00,rss/cnn_topstories,a 30k damien hirst was cut up  and the pieces are selling for seven times as much after cutting a 30000 damien hirst print into pieces a us art collective is on course to sell the individual parts for more than seven times what it originally paid,-0.3818,negative,0,0
‘I Could Solve Most of Your Problems’: Eric Schmidt’s Pentagon Offensive,https://www.nytimes.com/2020/05/02/technology/eric-schmidt-pentagon-google.html,The former Google C.E.O. has reinvented himself as the prime liaison between Silicon Valley and the military-industrial complex.,2020-05-02 09:00:19+00:00,https://www.nytimes.com/section/us,i could solve most of your problems eric schmidts pentagon offensive the former google ceo has reinvented himself as the prime liaison between silicon valley and the militaryindustrial complex,-0.6326,negative,0,0
9/11 Prisoners May Get Video Chats to Bridge the Coronavirus Divide,https://www.nytimes.com/2020/05/02/us/politics/guantanamo-september-11-coronavirus.html,"With the Sept. 11 hearings delayed, prosecutors and defenders are looking for ways to let lawyers talk with the prisoners at Guantánamo Bay.",2020-05-02 09:00:14+00:00,https://www.nytimes.com/section/us,911 prisoners may get video chats to bridge the coronavirus divide with the sept 11 hearings delayed prosecutors and defenders are looking for ways to let lawyers talk with the prisoners at guantnamo bay,-0.802,negative,0,0
Coronavirus World News and Live Updates,https://www.nytimes.com/2020/05/02/world/coronavirus-news.html,Restrictions ease for millions of European. Migrants face roundups in Malaysia and surging infections in Singapore’s dormitories.  The virus appears to be spreading swiftly in Kabul.,2020-05-02 19:31:39+00:00,https://www.nytimes.com/section/us,coronavirus world news and live updates restrictions ease for millions of european migrants face roundups in malaysia and surging infections in singapores dormitories  the virus appears to be spreading swiftly in kabul,0.5719,positive,0,0
Photos of Life Transformed by a Pandemic,https://www.nytimes.com/2020/05/01/us/photos-pandemic-coronavirus.html,People are seeking a bit of normalcy as governments wrestle with the shutdowns aimed at curbing the spread of the coronavirus.,2020-05-02 13:40:59+00:00,https://www.nytimes.com/section/us,photos of life transformed by a pandemic people are seeking a bit of normalcy as governments wrestle with the shutdowns aimed at curbing the spread of the coronavirus,0.0,neutral,0,0
Trump Moves to Replace Watchdog Who Identified Critical Medical Shortages,https://www.nytimes.com/2020/05/01/us/politics/trump-health-department-watchdog.html,"The president announced the nomination of an inspector general for the Department of Health and Human Services, who, if confirmed, would replace an acting official whose report embarrassed Mr. Trump.",2020-05-02 03:19:26+00:00,https://www.nytimes.com/section/us,trump moves to replace watchdog who identified critical medical shortages the president announced the nomination of an inspector general for the department of health and human services who if confirmed would replace an acting official whose report embarrassed mr trump,-0.6597,negative,1,0
Native American Tribes Sue Over Coronavirus Stimulus Aid,https://www.nytimes.com/2020/05/01/us/politics/coronavirus-native-american-tribes-treasury-stimulus.html,A dispute among native populations over $8 billion in federal coronavirus relief has delayed aid to tribes that are among the hardest-hit by Covid-19.,2020-05-02 01:04:59+00:00,https://www.nytimes.com/section/us,native american tribes sue over coronavirus stimulus aid a dispute among native populations over 8 billion in federal coronavirus relief has delayed aid to tribes that are among the hardesthit by covid19,-0.128,neutral,0,0
"Judge Vacates Oil and Gas Leases on 145,000 Acres in Montana",https://www.nytimes.com/2020/05/01/climate/oil-gas-leases-montana.html,"A federal judge, rapping the Trump administration for its weak environmental assessments, has vacated hundreds of oil and gas leases across a large swath of Montana.",2020-05-02 03:43:21+00:00,https://www.nytimes.com/section/us,judge vacates oil and gas leases on 145000 acres in montana a federal judge rapping the trump administration for its weak environmental assessments has vacated hundreds of oil and gas leases across a large swath of montana,-0.4404,negative,1,0
‘No One Needs Botox in a Pandemic.’ But Some in Beverly Hills Are Now Getting It.,https://www.nytimes.com/2020/05/01/us/coronavirus-beverly-hills-botox.html,"The city on Tuesday rescinded a moratorium on elective surgery, clearing the way for some cosmetic surgeons to reopen.",2020-05-02 13:40:58+00:00,https://www.nytimes.com/section/us,no one needs botox in a pandemic but some in beverly hills are now getting it the city on tuesday rescinded a moratorium on elective surgery clearing the way for some cosmetic surgeons to reopen,-0.1531,neutral,0,0
"As Businesses Resurface After State Shutdowns, So Does Divisiveness",https://www.nytimes.com/2020/05/01/us/coronavirus-states-reopen-tension.html,Nearly a dozen states resumed portions of public life as a debate over the safety and timing of reopening grew louder.,2020-05-02 13:40:57+00:00,https://www.nytimes.com/section/us,as businesses resurface after state shutdowns so does divisiveness nearly a dozen states resumed portions of public life as a debate over the safety and timing of reopening grew louder,0.4215,positive,0,0
Trump Gets Coronavirus Tests While Senators Wait,https://www.nytimes.com/2020/05/01/us/politics/coronavirus-testing-senate-white-house.html,"As senators prepare to return on Monday, Congress’s doctor warned that he does not have the capacity to test all 100 for coronavirus. At the White House, the president and many of his aides are tested repeatedly.",2020-05-02 14:16:06+00:00,https://www.nytimes.com/section/us,trump gets coronavirus tests while senators wait as senators prepare to return on monday congresss doctor warned that he does not have the capacity to test all 100 for coronavirus at the white house the president and many of his aides are tested repeatedly,-0.2732,negative,1,0
"‘I Will Never Lie to You,’ McEnany Says in First White House Briefing",https://www.nytimes.com/2020/05/01/us/politics/kayleigh-mcenany-white-house-briefing.html,"But Kayleigh McEnany, the president’s fourth press secretary, found that vow tested almost immediately.",2020-05-02 03:50:13+00:00,https://www.nytimes.com/section/us,i will never lie to you mcenany says in first white house briefing but kayleigh mcenany the presidents fourth press secretary found that vow tested almost immediately,0.0,neutral,0,0
Blue Bell Pleads Guilty in 2015 Ice Cream Listeria Outbreak,https://www.nytimes.com/2020/05/01/business/blue-bell-listeria-paul-kruse.html,"The ice cream company pleaded guilty and agreed to pay more than $19 million in fines and settlements related to the 2015 episode, federal prosecutors said Friday.",2020-05-02 18:46:11+00:00,https://www.nytimes.com/section/us,blue bell pleads guilty in 2015 ice cream listeria outbreak the ice cream company pleaded guilty and agreed to pay more than 19 million in fines and settlements related to the 2015 episode federal prosecutors said friday,-0.5994,negative,0,0
"How Remdesivir, New Hope for Covid-19 Patients, Was Resurrected",https://www.nytimes.com/2020/05/01/health/coronavirus-remdesivir.html,"The drug failed as a treatment for hepatitis and Ebola. With federal funding, scientists trained it on the coronavirus.",2020-05-02 15:19:54+00:00,https://www.nytimes.com/section/us,how remdesivir new hope for covid19 patients was resurrected the drug failed as a treatment for hepatitis and ebola with federal funding scientists trained it on the coronavirus,-0.1027,neutral,0,0
Some Trump Officials Take Harder Actions on China During Pandemic,https://www.nytimes.com/2020/05/01/us/politics/coronavirus-china-trump.html,"Since the coronavirus spread from a metropolis on the Yangtze River across the globe, hard-liners in both Washington and Beijing have accelerated efforts to decouple elements of the relationship.",2020-05-02 00:10:11+00:00,https://www.nytimes.com/section/us,some trump officials take harder actions on china during pandemic since the coronavirus spread from a metropolis on the yangtze river across the globe hardliners in both washington and beijing have accelerated efforts to decouple elements of the relationship,0.0,neutral,1,0
Doctor Who Promoted Malarial Drug Draws Scrutiny of Federal Prosectors,https://www.nytimes.com/2020/05/01/us/coronavirus-doctor-zelenko-malaria-drug.html,"In an interview, Dr. Vladimir Zelenko said he was guilty of nothing more than sloppy wording.",2020-05-01 22:36:56+00:00,https://www.nytimes.com/section/us,doctor who promoted malarial drug draws scrutiny of federal prosectors in an interview dr vladimir zelenko said he was guilty of nothing more than sloppy wording,0.0,neutral,0,0
"Think Twice, Mnuchin Tells Prep Schools Seeking Virus Loans",https://www.nytimes.com/2020/05/01/us/prep-schools-coronavirus-loans.html,The Treasury secretary ordered elite schools with “significant endowments” to return loans intended to help small businesses pay employees during the coronavirus pandemic. Some are resisting.,2020-05-02 02:59:05+00:00,https://www.nytimes.com/section/us,think twice mnuchin tells prep schools seeking virus loans the treasury secretary ordered elite schools with significant endowments to return loans intended to help small businesses pay employees during the coronavirus pandemic some are resisting,0.5994,positive,0,0
"Harvard Kept Ties With Jeffrey Epstein After ’08 Conviction, Report Shows",https://www.nytimes.com/2020/05/01/us/jeffrey-epstein-harvard.html,"A university review found that the disgraced financier, who killed himself last year, visited Harvard more than 40 times after he was convicted of sex charges involving a minor in Florida.",2020-05-02 03:20:22+00:00,https://www.nytimes.com/section/us,harvard kept ties with jeffrey epstein after 08 conviction report shows a university review found that the disgraced financier who killed himself last year visited harvard more than 40 times after he was convicted of sex charges involving a minor in florida,-0.8625,negative,0,0
Barr Defends Response to Virus in Stormy Twitter Session,https://www.nytimes.com/2020/05/01/us/politics/barr-twitter.html,"Given a chance to ask questions of the attorney general, many users opted for insults or accusations.",2020-05-02 03:51:22+00:00,https://www.nytimes.com/section/us,barr defends response to virus in stormy twitter session given a chance to ask questions of the attorney general many users opted for insults or accusations,-0.4767,negative,0,0
Is It Safe to Come Out of Lockdown? Check the Sewer,https://www.nytimes.com/2020/05/01/science/coronavirus-sewage-monitoring-lockdown.html,"Wastewater could provide early, painless and localized data about the rise or fall of coronavirus levels.",2020-05-01 20:41:26+00:00,https://www.nytimes.com/section/us,is it safe to come out of lockdown check the sewer wastewater could provide early painless and localized data about the rise or fall of coronavirus levels,0.6249,positive,0,0
A Texas-Size Reopening Has Many Wondering: Too Much or Not Enough?,https://www.nytimes.com/2020/05/01/us/coronavirus-texas-reopening.html,"Texas opened a wide range of malls, restaurants and businesses just a day after the state reported its highest death toll from the coronavirus.",2020-05-02 13:40:52+00:00,https://www.nytimes.com/section/us,a texassize reopening has many wondering too much or not enough texas opened a wide range of malls restaurants and businesses just a day after the state reported its highest death toll from the coronavirus,-0.5994,negative,0,0
"Mainstream Dems push to move past Biden allegation in wake of denial, as DNC responds to NYT call for probe",https://www.foxnews.com/politics/mainstream-dems-biden-allegation-dnc-responds,"Mainstream Democrats, former Obama officials and allies in the women’s rights community are making a clear push to move past the controversy over the sexual-assault allegation dogging presumptive Democratic nominee Joe Biden after he denied former Senate staffer Tara Reade's claims for the first time on the record.",2020-05-02 20:06:52+00:00,foxnews/latest,mainstream dems push to move past biden allegation in wake of denial as dnc responds to nyt call for probe mainstream democrats former obama officialsand allies in the womens rights community are making a clear push to move past the controversy over the sexualassault allegationdogging presumptive democratic nominee joe biden after he denied former senate staffer tara reades claims for the first time on the record,-0.0772,neutral,0,1
"AP Exclusive: Harassment, assault absent in Biden complaint",https://www.foxnews.com/politics/tara-reade-harassment-assault-absent-biden-complaint,"Tara Reade, the former Senate staffer who alleges Joe Biden sexually assaulted her 27 years ago, says she filed a limited report with a congressional personnel office that did not explicitly accuse him of sexual assault or harassment.",2020-05-02 19:30:05+00:00,foxnews/latest,ap exclusive harassment assault absent in biden complaint tara reade theformer senate stafferwho alleges joe biden sexually assaulted her 27 years ago says she filed a limited report with a congressional personnel office that did not explicitly accuse him of sexual assault or harassment,-0.9638,negative,0,1
Lea Michele confirms pregnancy with baby bump pic: 'So grateful',https://www.foxnews.com/entertainment/lea-michele-confirms-pregnancy,Lea Michele confirmed she is pregnant with her first child.,2020-05-02 19:11:09+00:00,foxnews/latest,lea michele confirms pregnancy with baby bump pic so grateful lea michele confirmed she is pregnant with her first child,0.5949,positive,0,0
"GOP rep unveils bill to probe WHO’s coronavirus response, past actions",https://www.foxnews.com/politics/gop-bill-who-coronavirus-response-probe,A Republican congressman on Friday introduced a bill to investigate the World Health Organization (WHO) for not only its response to the coronavirus but other alleged “systemic failures” in prior outbreaks -- the latest sign of growing U.S. pressure on the embattled U.N. organization.,2020-05-02 19:02:25+00:00,foxnews/latest,gop rep unveils bill to probe whos coronavirus response past actions a republican congressman on friday introduced a bill to investigate the world health organizationwhofor not only its response to the coronavirus but other alleged systemic failures in prior outbreaks  the latest sign of growing us pressure on the embattled un organization,-0.6956,negative,0,0
Thunderbirds Pilot Lt. Col. Kevin DiFalco on flyovers: 'We're all in this together',https://www.foxnews.com/media/kevin-difalco-thunderbirds-flyovers-coronavirus-health-workers,"The Thunderbirds and Blue Angels are flying in tandem in recognition and support of health care heroes on the front lines of the battle against coronavirus, Thunderbirds Director of Operations and pilot Lt. Col. Kevin DiFalco said Saturday.",2020-05-02 18:39:37+00:00,foxnews/latest,thunderbirds pilot lt col kevin difalco on flyovers were all in this together the thunderbirds and blue angels are flying in tandem in recognition and support of health care heroeson the front lines of the battle against coronavirus thunderbirds director of operations and pilot lt col kevin difalco said saturday,0.5106,positive,0,0
Luke Bryan's Florida cigar bar deletes videos proving it reopened ahead of governor's statewide order,https://www.foxnews.com/entertainment/luke-bryan-florida-cigar-bar-deletes-videos-reopened-ahead-governor-order,Luke Bryan's Florida cigar bar is under fire after it reopened to the public on Friday despite the state's governor ordering restaurants to wait until this coming Monday to reopen.,2020-05-02 18:28:50+00:00,foxnews/latest,luke bryans florida cigar bar deletes videos proving it reopened ahead of governors statewide order luke bryans florida cigar bar is under fire after it reopened to the public on friday despite the states governor ordering restaurants to wait until this coming monday to reopen,-0.34,negative,0,0
Alligator encounter leaves South Carolina woman dead,https://www.foxnews.com/us/alligator-encounter-leaves-south-carolina-woman-dead,South Carolina deputies say a woman has died after a run-in with an alligator in South Carolina.,2020-05-02 18:12:35+00:00,foxnews/latest,alligator encounter leaves south carolina woman dead south carolina deputies say a woman has died after a runin with an alligator in south carolina,-0.836,negative,0,0
"Gov. Reynolds: Iowa will reopen economy, keep meat plants running responsibly and safely",https://www.foxnews.com/media/ia-gov-reynolds-reopening-economy-meat-processing-plants,"Iowa Gov. Kim Reynolds said Saturday.that her state will open responsibly and operate safely after partially lifting her ""stay-at-home"" order.",2020-05-02 17:54:15+00:00,foxnews/latest,gov reynolds iowa will reopen economy keep meat plants running responsibly and safely iowa gov kim reynolds said saturdaythat her state will open responsibly and operate safely after partially lifting her stayathome order,0.7506,positive,0,0
Spanish take to streets in droves as coronavirus lockdown measures eased for first time in weeks,https://www.foxnews.com/world/spain-eases-lockdown-measures-people-streets,The most infected nation in Europe starts the first of many phases to ease restrictions.,2020-05-02 17:39:40+00:00,foxnews/latest,spanish take to streets in droves as coronavirus lockdown measures eased for first time in weeks the most infected nation in europe starts the first of many phases to ease restrictions,0.0534,neutral,0,0
"Leaked ‘Five Eyes’ dossier on alleged Chinese coronavirus coverup consistent with US findings, officials say",https://www.foxnews.com/politics/five-eyes-dossier-chinese-coronavirus-coverup-u-s-findings,"A research dossier compiled by the so-called “Five Eyes” intelligence alliance, that reportedly concludes China intentionally hid or destroyed evidence of the coronavirus pandemic, is consistent with U.S. findings about the origins of the outbreak so far, senior U.S. officials told Fox News on Saturday.",2020-05-02 17:24:43+00:00,foxnews/latest,leaked five eyes dossier on alleged chinese coronavirus coverup consistent with us findings officials say a research dossier compiled by the socalled five eyes intelligence alliance that reportedly concludes china intentionally hid or destroyed evidence of the coronavirus pandemic is consistent with us findings about the origins of the outbreak so far senior us officials told fox news on saturday,-0.4215,negative,0,0
"Secret Service paid Trump’s D.C. hotel more than $33,000 for lodging to guard treasury secretary",https://www.washingtonpost.com/politics/secret-service-paid-trumps-dc-hotel-more-than-33000-for-lodging-to-guard-treasury-secretary/2020/04/30/cd38e864-8987-11ea-ac8a-fe9b8088e101_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,Treasury Secretary Steven Mnuchin stayed at the president’s luxury hotel in D.C. for five months before buying a home in Washington.,2020-04-30 17:09:00,http://www.washingtonpost.com/pb/politics/,secret service paid trumps dc hotel more than 33000 for lodging to guard treasury secretary treasury secretary steven mnuchin stayed at the presidents luxury hotel in dc for five months before buying a home in washington,0.3818,positive,1,0
"Joe Biden denies he sexually assaulted a former Senate aide, calls on National Archives to release complaint if one exists",https://www.washingtonpost.com/politics/joe-biden-denies-he-sexually-assaulted-a-former-senate-aide/2020/05/01/08d59662-8b39-11ea-9dfd-990f9dcc71fc_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,"His campaign statement, released shortly before he appeared on MSNBC’s ‘Morning Joe,’ is the first he has made about the allegation by Tara Reade, who worked in his Senate office for nine months ending in 1993.",2020-05-01 15:38:00,http://www.washingtonpost.com/pb/politics/,joe biden denies he sexually assaulted a former senate aide calls on national archives to release complaint if one exists his campaign statement released shortly before he appeared on msnbcs morning joe is the first he has made about the allegation by tara reade who worked in his senate office for nine months ending in 1993,-0.8126,negative,0,1
"15 minutes after pledging not to lie, Trump’s new press secretary made an obviously false claim",https://www.washingtonpost.com/politics/2020/05/01/15-minutes-after-pledging-not-lie-trumps-new-press-secretary-made-an-obviously-false-claim/?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,It dealt with a former Trump official who admitted lying.,2020-05-01 15:28:03,http://www.washingtonpost.com/pb/politics/,15 minutes after pledging not to lie trumps new press secretary made an obviously false claim it dealt with a former trump official who admitted lying,-0.4588,negative,1,0
"The coronavirus, the election and the sunshine paradox",https://www.washingtonpost.com/politics/2020/05/01/coronavirus-election-sunshine-paradox/?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,There are real incentives for politicians to avoid openness. That's a problem.,2020-05-01 14:21:55,http://www.washingtonpost.com/pb/politics/,the coronavirus the election and the sunshine paradox there are real incentives for politicians to avoid openness thats a problem,0.3818,positive,0,0
